,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target
2950,48,0,125933,0,10,0,0,0,0,1,0,1669,38,0,0
2951,22,0,35448,0,9,0,0,0,0,1,0,0,22,0,0
2952,34,0,225548,0,13,0,0,0,0,0,0,0,30,0,0
2953,26,0,240842,0,9,0,0,0,0,1,0,0,40,0,0
2954,53,0,103931,0,10,0,0,0,0,0,0,0,40,0,0
2955,60,0,232618,0,13,0,0,0,0,0,0,0,35,0,1
2956,49,0,288548,0,14,0,0,0,0,1,0,0,50,0,0
2957,40,0,220609,0,10,0,0,0,0,1,0,0,40,0,0
2958,48,0,26145,0,6,0,0,0,0,0,0,0,80,0,0
2959,23,0,268525,0,13,0,0,0,0,0,0,0,50,0,0
2960,68,0,133758,0,4,0,0,0,0,0,0,0,10,0,0
2961,42,0,121264,0,11,0,0,0,0,0,0,0,40,0,1
2962,37,0,29814,0,9,0,0,0,0,0,0,0,85,0,0
2963,27,0,193701,0,9,0,0,0,0,1,0,0,45,0,0
2964,38,0,183279,0,10,0,0,0,0,0,0,0,44,0,1
2965,27,0,163942,0,9,0,0,0,0,0,0,0,35,0,0
2966,75,0,188612,0,9,0,0,0,0,1,0,0,40,0,0
2967,49,0,102771,0,13,0,0,0,0,0,0,0,52,0,1
2968,27,0,85625,0,10,0,0,0,0,0,0,0,20,0,0
2969,36,0,245090,0,13,0,0,0,0,0,0,0,50,0,0
2970,36,0,131239,0,13,0,0,0,0,0,3103,0,45,0,1
2971,35,0,182074,0,9,0,0,0,0,0,0,0,35,0,0
2972,36,0,187046,0,9,0,0,0,0,0,0,0,40,0,1
2973,53,0,90624,0,7,0,0,0,0,0,0,0,40,0,0
2974,27,0,37933,0,10,0,0,0,0,1,0,0,40,0,0
2975,34,0,182177,0,9,0,0,0,0,0,3325,0,35,0,0
2976,61,0,716416,0,10,0,0,0,0,0,0,0,44,0,1
2977,29,0,190562,0,9,0,0,0,0,0,0,0,56,0,0
2978,40,0,141583,0,10,0,0,0,0,1,0,0,35,0,0
2979,37,0,98941,0,14,0,0,0,0,0,0,0,40,0,1
2980,22,0,201729,0,5,0,0,0,0,0,0,0,30,0,0
2981,43,0,175485,0,10,0,0,0,0,0,0,0,40,0,0
2982,55,0,149168,0,9,0,0,0,0,0,0,0,30,0,0
2983,28,0,115971,0,10,0,0,0,0,1,0,0,40,0,0
2984,23,0,161708,0,13,0,0,0,0,1,0,0,30,0,0
2985,64,0,244903,0,7,0,0,0,0,0,0,0,40,0,1
2986,46,0,155664,0,10,0,0,0,0,0,0,0,40,0,0
2987,29,0,112754,0,10,0,0,0,0,0,0,0,40,0,0
2988,44,0,178385,0,14,0,0,0,0,0,0,0,48,0,0
2989,20,0,44064,0,10,0,0,0,0,0,0,0,25,0,0
2990,62,0,120939,0,10,0,0,0,0,0,0,0,40,0,0
2991,49,0,165134,0,11,0,0,0,0,1,0,0,35,0,0
2992,29,0,100405,0,6,0,0,0,0,1,0,0,40,0,0
2993,35,0,361888,0,13,0,0,0,0,0,0,0,60,0,0
2994,39,0,167864,0,7,0,0,0,0,0,0,0,30,0,0
2995,39,0,202950,0,13,0,0,0,0,0,0,0,45,0,0
2996,37,0,218188,0,9,0,0,0,0,1,0,0,32,0,0
2997,38,0,234962,0,9,0,0,0,0,0,2829,0,30,0,0
2998,72,0,177226,0,9,0,0,0,0,0,0,0,8,0,0
2999,31,0,259931,0,4,0,0,0,0,0,0,0,40,0,0
3000,55,0,189528,0,4,0,0,0,0,0,0,0,60,0,0
3001,38,0,34996,0,10,0,0,0,0,1,0,0,40,0,0
3002,33,0,112584,0,10,0,0,0,0,1,0,0,25,0,0
3003,25,0,117589,0,12,0,0,0,0,1,0,0,40,0,0
3004,19,0,145234,0,10,0,0,0,0,0,0,0,30,0,0
3005,37,0,267086,0,11,0,0,0,0,1,0,0,52,0,0
3006,49,0,44434,0,10,0,0,0,0,0,0,0,35,0,0
3007,26,0,96130,0,9,0,0,0,0,0,0,0,40,0,0
3008,35,0,181382,0,9,0,0,0,0,0,0,0,43,0,0
3009,44,0,168845,0,9,0,0,0,0,1,0,0,60,0,0
3010,37,0,271767,0,14,0,0,0,0,0,0,0,45,0,1
3011,42,0,194636,0,13,0,0,0,0,0,0,0,45,0,1
3012,64,0,194894,0,16,0,0,0,0,1,4787,0,40,0,1
3013,28,0,132686,0,9,0,0,0,0,0,0,0,40,0,1
3014,35,0,185848,0,9,0,0,0,0,0,4650,0,50,0,0
3015,40,0,184378,0,13,0,0,0,0,0,0,0,40,0,0
3016,55,0,270859,0,13,0,0,0,0,0,0,0,40,0,1
3017,21,0,231866,0,9,0,0,0,0,0,0,0,65,0,0
3018,49,0,36032,0,10,0,0,0,0,1,0,0,40,0,0
3019,51,0,172962,0,16,0,0,0,0,0,0,0,40,0,1
3020,57,0,98350,0,15,0,0,0,0,0,0,1902,40,0,1
3021,51,0,24185,0,13,0,0,0,0,0,0,0,40,0,1
3022,38,0,53930,0,6,0,0,0,0,0,0,0,40,0,0
3023,24,0,85088,0,9,0,0,0,0,1,0,1762,32,0,0
3024,45,0,94962,0,9,0,0,0,0,0,0,0,40,0,0
3025,28,0,480861,0,9,0,0,0,0,0,0,0,45,0,0
3026,42,0,187702,0,15,0,0,0,0,0,0,2415,60,0,1
3027,22,0,52262,0,10,0,0,0,0,0,0,0,40,0,0
3028,28,0,52636,0,14,0,0,0,0,0,0,0,40,0,0
3029,60,0,175273,0,9,0,0,0,0,1,0,0,40,0,0
3030,31,0,327825,0,9,0,0,0,0,1,0,2238,40,0,0
3031,47,0,125892,0,10,0,0,0,0,0,0,0,75,0,1
3032,40,0,78255,0,9,0,0,0,0,0,0,0,25,0,0
3033,30,0,398827,0,9,0,0,0,0,0,0,0,60,0,0
3034,61,0,208919,0,14,0,0,0,0,0,0,0,60,0,1
3035,71,0,365996,0,13,0,0,0,0,1,0,0,6,0,0
3036,42,0,307638,0,9,0,0,0,0,1,0,0,40,0,0
3037,44,0,33068,0,8,0,0,0,0,0,0,0,55,0,0
3038,46,0,254291,0,10,0,0,0,0,0,0,0,60,0,1
3039,50,0,125417,0,15,0,0,0,0,1,0,0,52,0,1
3040,27,0,28848,0,13,0,0,0,0,0,0,0,9,0,0
3041,40,0,273425,0,11,0,0,0,0,0,0,0,15,0,0
3042,21,0,194723,0,10,0,0,0,0,1,0,0,40,0,0
3043,25,0,195118,0,9,0,0,0,0,0,0,0,35,0,0
3044,61,0,123273,0,3,0,0,0,0,0,0,1876,56,0,0
3045,54,0,220115,0,10,0,0,0,0,0,0,0,30,0,0
3046,31,0,265706,0,13,0,0,0,0,0,0,0,40,0,0
3047,53,0,279129,0,10,0,0,0,0,0,0,0,30,0,0
3048,39,0,122742,0,12,0,0,0,0,0,15024,0,55,0,1
3049,57,0,172654,0,15,0,0,0,0,0,15024,0,50,0,1
3050,48,0,119199,0,13,0,0,0,0,1,0,0,44,0,0
3051,30,0,107793,0,10,0,0,0,0,0,0,0,56,0,1
3052,35,0,237943,0,9,0,0,0,0,0,0,0,60,0,0
3053,42,0,64632,0,9,0,0,0,0,0,0,0,50,0,0
3054,34,0,96245,0,9,0,0,0,0,0,0,0,40,0,0
3055,59,0,361494,0,9,0,0,0,0,0,0,0,40,0,1
3056,69,0,122850,0,6,0,0,0,0,0,0,0,20,0,0
3057,29,0,173652,0,10,0,0,0,0,1,0,0,40,0,0
3058,40,0,164663,0,9,0,0,0,0,0,0,0,40,0,0
3059,21,0,98678,0,10,0,0,0,0,0,0,0,15,0,0
3060,40,0,245529,0,12,0,0,0,0,1,0,0,40,0,0
3061,43,0,55294,0,10,0,0,0,0,0,0,0,40,0,0
3062,36,0,140583,0,9,0,0,0,0,0,0,0,40,0,0
3063,41,0,79797,0,9,0,0,0,0,0,0,0,40,0,1
3064,72,0,113044,0,9,0,0,0,0,0,0,0,30,0,0
3065,20,0,283499,0,10,0,0,0,0,0,0,0,30,0,0
3066,41,0,51111,0,13,0,0,0,0,1,0,0,40,0,0
3067,34,0,232475,0,10,0,0,0,0,0,0,0,50,0,0
3068,48,0,176140,0,7,0,0,0,0,1,0,0,40,0,0
3069,27,0,301654,0,9,0,0,0,0,1,0,0,40,0,0
3070,35,0,376455,0,10,0,0,0,0,0,15024,0,60,0,1
3071,28,0,192569,0,9,0,0,0,0,0,0,0,40,0,0
3072,27,0,229803,0,9,0,0,0,0,0,0,0,40,0,0
3073,20,0,337639,0,10,0,0,0,0,0,0,0,40,0,0
3074,18,0,130849,0,10,0,0,0,0,1,0,0,15,0,0
3075,32,0,296282,0,13,0,0,0,0,0,0,0,40,0,0
3076,38,0,266645,0,14,0,0,0,0,0,0,0,60,0,1
3077,23,0,110128,0,10,0,0,0,0,0,0,0,40,0,0
3078,28,0,90196,0,13,0,0,0,0,0,0,0,45,0,1
3079,40,0,40024,0,15,0,0,0,0,0,0,0,38,0,1
3080,35,0,144322,0,9,0,0,0,0,1,0,0,40,0,0
3081,74,0,162340,0,10,0,0,0,0,0,0,0,40,0,0
3082,28,0,169069,0,9,0,0,0,0,0,0,0,40,0,0
3083,23,0,113601,0,10,0,0,0,0,0,0,0,30,0,0
3084,20,0,157145,0,10,0,0,0,0,0,0,2258,10,0,0
3085,44,0,111275,0,9,0,0,0,0,1,0,0,56,0,0
3086,46,0,102076,0,9,0,0,0,0,1,0,0,25,0,0
3087,20,0,182117,0,10,0,0,0,0,0,0,0,40,0,0
3088,51,0,145409,0,13,0,0,0,0,0,15024,0,50,0,1
3089,40,0,190122,0,10,0,0,0,0,1,0,0,40,0,0
3090,48,0,331482,0,15,0,0,0,0,0,0,1977,40,0,1
3091,60,0,170114,0,5,0,0,0,0,0,0,1672,84,0,0
3092,48,0,193188,0,13,0,0,0,0,0,0,0,40,0,1
3093,46,0,267588,0,13,0,0,0,0,1,0,0,70,0,0
3094,48,0,200471,0,13,0,0,0,0,0,0,0,40,0,1
3095,22,0,175586,0,9,0,0,0,0,1,0,0,35,0,0
3096,24,0,322658,0,13,0,0,0,0,1,0,0,40,0,0
3097,45,0,263982,0,10,0,0,0,0,1,0,0,40,0,0
3098,18,0,266287,0,8,0,0,0,0,1,0,0,35,0,0
3099,39,0,278187,0,9,0,0,0,0,0,0,0,40,0,0
3100,65,0,81413,0,9,0,0,0,0,0,0,2352,65,0,0
3101,22,0,221745,0,10,0,0,0,0,1,0,0,40,0,0
3102,20,0,140764,0,10,0,0,0,0,1,0,0,20,0,0
3103,28,0,206351,0,10,0,0,0,0,0,0,0,40,0,0
3104,46,0,176814,0,15,0,0,0,0,0,99999,0,50,0,1
3105,42,0,245307,0,13,0,0,0,0,0,0,1977,48,0,1
3106,61,0,124971,0,16,0,0,0,0,0,0,0,40,0,1
3107,28,0,119545,0,10,0,0,0,0,0,7688,0,50,0,1
3108,18,0,179203,0,10,0,0,0,0,1,0,0,20,0,0
3109,24,0,44075,0,13,0,0,0,0,0,0,0,40,0,0
3110,45,0,178319,0,16,0,0,0,0,0,0,0,56,0,1
3111,24,0,219754,0,9,0,0,0,0,0,0,0,40,0,0
3112,44,0,198316,0,13,0,0,0,0,0,15024,0,50,0,1
3113,20,0,168165,0,10,0,0,0,0,0,0,0,30,0,0
3114,35,0,356838,0,10,0,0,0,0,0,2829,0,55,0,0
3115,52,0,210736,0,13,0,0,0,0,0,0,0,60,0,0
3116,25,0,173212,0,12,0,0,0,0,0,2354,0,45,0,0
3117,19,0,130431,0,3,0,0,0,0,0,0,0,36,0,0
3118,35,0,169809,0,13,0,0,0,0,0,0,0,20,0,0
3119,54,0,197481,0,10,0,0,0,0,1,0,0,40,0,0
3120,21,0,155066,0,10,0,0,0,0,0,0,0,40,0,0
3121,26,0,31290,0,9,0,0,0,0,1,0,0,40,0,1
3122,42,0,54102,0,11,0,0,0,0,1,0,0,40,0,0
3123,19,0,181546,0,10,0,0,0,0,1,0,0,40,0,0
3124,55,0,153484,0,14,0,0,0,0,0,0,1977,50,0,1
3125,44,0,351228,0,9,0,0,0,0,0,0,0,40,0,0
3126,25,0,131976,0,13,0,0,0,0,0,0,0,55,0,0
3127,26,0,200639,0,10,0,0,0,0,0,0,0,40,0,0
3128,64,0,267546,0,12,0,0,0,0,1,0,0,40,0,1
3129,41,0,179875,0,7,0,0,0,0,1,0,0,40,0,0
3130,25,0,237865,0,10,0,0,0,0,0,0,0,40,0,0
3131,43,0,300528,0,10,0,0,0,0,0,0,0,40,0,0
3132,45,0,67716,0,9,0,0,0,0,0,10520,0,48,0,1
3133,48,0,326048,0,13,0,0,0,0,0,0,0,44,0,1
3134,60,0,191188,0,9,0,0,0,0,0,0,0,40,0,0
3135,45,0,32172,0,10,0,0,0,0,0,0,0,50,0,0
3136,51,0,252903,0,6,0,0,0,0,0,0,1977,40,0,1
3137,37,0,334314,0,9,0,0,0,0,1,0,0,40,0,0
3138,22,0,83704,0,10,0,0,0,0,0,0,0,30,0,0
3139,44,0,160574,0,9,0,0,0,0,0,0,0,65,0,1
3140,27,0,203776,0,9,0,0,0,0,0,0,0,50,0,0
3141,47,0,328610,0,9,0,0,0,0,0,0,0,40,0,0
3142,32,0,295589,0,14,0,0,0,0,0,0,1977,40,0,1
3143,40,0,174373,0,13,0,0,0,0,0,0,0,50,0,1
3144,41,0,247752,0,9,0,0,0,0,0,0,0,40,0,0
3145,32,0,199244,0,6,0,0,0,0,1,0,0,40,0,0
3146,26,0,139992,0,13,0,0,0,0,1,0,0,40,0,0
3147,47,0,95680,0,10,0,0,0,0,0,0,0,40,0,0
3148,55,0,189933,0,9,0,0,0,0,0,0,0,45,0,0
3149,38,0,498785,0,9,0,0,0,0,0,0,0,40,0,0
3150,24,0,177526,0,13,0,0,0,0,0,0,0,15,0,0
3151,64,0,150121,0,16,0,0,0,0,0,0,0,25,0,1
3152,56,0,130454,0,13,0,0,0,0,0,0,0,40,0,1
3153,41,0,119079,0,9,0,0,0,0,0,0,0,49,0,1
3154,33,0,220939,0,9,0,0,0,0,0,7298,0,45,0,1
3155,33,0,94235,0,15,0,0,0,0,0,0,0,42,0,1
3156,21,0,305874,0,10,0,0,0,0,0,0,0,40,0,0
3157,59,0,62020,0,9,0,0,0,0,0,0,0,40,0,0
3158,58,0,235624,0,11,0,0,0,0,0,0,0,40,0,1
3159,43,0,247514,0,14,0,0,0,0,0,0,0,40,0,0
3160,21,0,275726,0,9,0,0,0,0,0,0,0,40,0,0
3161,45,0,72896,0,9,0,0,0,0,0,0,0,40,0,0
3162,53,0,110510,0,9,0,0,0,0,1,0,0,50,0,1
3163,41,0,173938,0,15,0,0,0,0,0,0,0,50,0,1
3164,27,0,200641,0,6,0,0,0,0,1,0,0,40,0,0
3165,53,0,211654,0,10,0,0,0,0,0,0,0,50,0,1
3166,38,0,242720,0,14,0,0,0,0,0,0,0,35,0,1
3167,31,0,111567,0,13,0,0,0,0,0,0,0,70,0,1
3168,41,0,179533,0,9,0,0,0,0,0,0,0,35,0,0
3169,22,0,334693,0,10,0,0,0,0,1,0,0,40,0,0
3170,43,0,198096,0,14,0,0,0,0,0,0,0,60,0,0
3171,41,0,355756,0,10,0,0,0,0,0,0,0,40,0,0
3172,27,0,19395,0,10,0,0,0,0,1,0,0,35,0,0
3173,41,0,242586,0,10,0,0,0,0,0,0,0,40,0,0
3174,36,0,208358,0,15,0,0,0,0,0,99999,0,45,0,1
3175,49,0,160647,0,13,0,0,0,0,1,0,0,40,0,1
3176,20,0,227943,0,9,0,0,0,0,0,0,0,45,0,0
3177,58,0,197665,0,9,0,0,0,0,1,0,0,45,0,0
3178,35,0,216129,0,8,0,0,0,0,1,0,0,40,0,0
3179,30,0,326104,0,9,0,0,0,0,0,0,0,40,0,1
3180,21,0,57211,0,9,0,0,0,0,0,0,0,40,0,0
3181,29,0,100219,0,12,0,0,0,0,0,0,0,45,0,0
3182,40,0,291192,0,9,0,0,0,0,1,0,0,40,0,0
3183,54,0,93415,0,13,0,0,0,0,1,0,0,40,0,1
3184,35,0,191502,0,13,0,0,0,0,0,0,0,60,0,1
3185,35,0,261382,0,13,0,0,0,0,0,0,0,50,0,0
3186,40,0,170230,0,13,0,0,0,0,1,0,0,40,0,0
3187,59,0,374924,0,9,0,0,0,0,1,0,0,40,0,0
3188,43,0,320984,0,10,0,0,0,0,0,0,0,50,0,0
3189,39,0,338320,0,6,0,0,0,0,0,0,0,60,0,1
3190,51,0,135190,0,4,0,0,0,0,1,0,0,30,0,0
3191,71,0,157909,0,10,0,0,0,0,1,2964,0,60,0,0
3192,33,0,637222,0,8,0,0,0,0,1,0,0,40,0,0
3193,28,0,430084,0,9,0,0,0,0,0,0,0,35,0,0
3194,30,0,125279,0,9,0,0,0,0,0,0,0,40,0,0
3195,20,0,221955,0,3,0,0,0,0,0,0,0,40,0,0
3196,51,0,180195,0,9,0,0,0,0,0,0,0,50,0,0
3197,39,0,208778,0,9,0,0,0,0,1,0,0,40,0,1
3198,62,0,81534,0,10,0,0,0,0,0,0,0,40,0,1
3199,37,0,325538,0,9,0,0,0,0,0,0,0,60,0,0
3200,28,0,142264,0,5,0,0,0,0,0,0,0,50,0,0
3201,23,0,128604,0,9,0,0,0,0,0,0,0,48,0,0
3202,39,0,277886,0,13,0,0,0,0,1,0,0,30,0,0
3203,50,0,100029,0,13,0,0,0,0,0,0,0,65,0,1
3204,31,0,169269,0,4,0,0,0,0,0,0,0,40,0,0
3205,45,0,160472,0,13,0,0,0,0,0,0,1977,50,0,1
3206,23,0,123983,0,13,0,0,0,0,0,0,0,40,0,0
3207,47,0,297884,0,6,0,0,0,0,0,0,0,40,0,0
3208,59,0,99131,0,9,0,0,0,0,1,0,0,18,0,0
3209,32,0,44392,0,12,0,0,0,0,0,0,0,40,0,0
3210,82,0,29441,0,4,0,0,0,0,0,0,0,5,0,0
3211,49,0,199029,0,13,0,0,0,0,0,0,2415,55,0,1
3212,74,0,181508,0,9,0,0,0,0,0,0,0,17,0,0
3213,22,0,190625,0,10,0,0,0,0,0,0,0,35,0,0
3214,32,0,194740,0,10,0,0,0,0,0,0,0,55,0,0
3215,34,0,27380,0,13,0,0,0,0,0,0,0,50,0,1
3216,59,0,160631,0,13,0,0,0,0,0,0,0,60,0,1
3217,36,0,224531,0,13,0,0,0,0,0,0,0,50,0,1
3218,59,0,283005,0,7,0,0,0,0,1,0,0,40,0,0
3219,47,0,101926,0,13,0,0,0,0,0,0,0,70,0,1
3220,53,0,135102,0,9,0,0,0,0,0,0,2002,45,0,0
3221,25,0,113436,0,10,0,0,0,0,0,0,0,35,0,0
3222,44,0,248973,0,13,0,0,0,0,0,0,0,65,0,0
3223,57,0,225334,0,15,0,0,0,0,1,15024,0,35,0,1
3224,42,0,157562,0,13,0,0,0,0,0,0,1902,80,0,1
3225,58,0,310085,0,6,0,0,0,0,0,0,0,40,0,0
3226,39,0,129597,0,13,0,0,0,0,0,3464,0,40,0,0
3227,32,0,53042,0,9,0,0,0,0,0,0,0,40,0,0
3228,45,0,204205,0,4,0,0,0,0,0,0,0,48,0,0
3229,47,0,169324,0,13,0,0,0,0,1,0,0,35,0,1
3230,52,0,134447,0,10,0,0,0,0,0,0,0,50,0,0
3231,56,0,236731,0,2,0,0,0,0,0,0,0,25,0,0
3232,52,0,141301,0,9,0,0,0,0,1,0,0,40,0,0
3233,34,0,235124,0,9,0,0,0,0,1,0,0,35,0,0
3234,36,0,367020,0,4,0,0,0,0,0,0,0,35,0,0
3235,41,0,149102,0,9,0,0,0,0,0,0,0,40,0,0
3236,30,0,423770,0,10,0,0,0,0,0,0,0,40,0,0
3237,44,0,211759,0,13,0,0,0,0,0,0,0,40,0,0
3238,17,0,110998,0,10,0,0,0,0,1,0,0,40,0,0
3239,34,0,56883,0,10,0,0,0,0,1,0,0,40,0,0
3240,41,0,223062,0,10,0,0,0,0,0,0,0,40,0,0
3241,29,0,406662,0,9,0,0,0,0,0,0,0,40,0,0
3242,25,0,206600,0,5,0,0,0,0,0,0,0,48,0,0
3243,42,0,147510,0,13,0,0,0,0,0,0,0,40,0,0
3244,48,0,235646,0,10,0,0,0,0,0,3103,0,40,0,1
3245,26,0,187577,0,11,0,0,0,0,0,0,0,55,0,0
3246,64,0,132832,0,9,0,0,0,0,1,20051,0,40,0,1
3247,46,0,278322,0,13,0,0,0,0,0,0,0,45,0,0
3248,38,0,278924,0,13,0,0,0,0,0,0,1887,50,0,1
3249,49,0,203039,0,7,0,0,0,0,0,0,0,40,0,0
3250,23,0,145651,0,10,0,0,0,0,1,0,0,20,0,0
3251,46,0,144531,0,13,0,0,0,0,1,0,0,40,0,1
3252,30,0,91145,0,9,0,0,0,0,0,0,0,55,0,0
3253,49,0,211762,0,9,0,0,0,0,0,0,0,40,0,1
3254,47,0,111563,0,11,0,0,0,0,0,0,0,40,0,0
3255,44,0,180985,0,13,0,0,0,0,0,0,0,50,0,1
3256,31,0,207537,0,9,0,0,0,0,0,0,1669,50,0,0
3257,19,0,417657,0,9,0,0,0,0,0,0,0,50,0,0
3258,45,0,189890,0,12,0,0,0,0,1,5455,0,38,0,0
3259,34,0,223212,0,13,0,0,0,0,0,0,1848,40,0,1
3260,26,0,108658,0,9,0,0,0,0,0,0,0,40,0,0
3261,38,0,190023,0,9,0,0,0,0,0,0,0,40,0,1
3262,31,0,222130,0,10,0,0,0,0,1,0,0,43,0,0
3263,36,0,164866,0,12,0,0,0,0,0,0,0,50,0,0
3264,31,0,170983,0,13,0,0,0,0,0,0,0,60,0,1
3265,30,0,186269,0,13,0,0,0,0,0,0,0,40,0,0
3266,37,0,286026,0,9,0,0,0,0,0,0,0,40,0,1
3267,30,0,403433,0,13,0,0,0,0,0,0,0,50,0,1
3268,21,0,224209,0,9,0,0,0,0,1,0,0,30,0,0
3269,73,0,123160,0,6,0,0,0,0,1,0,0,10,0,0
3270,38,0,99527,0,14,0,0,0,0,0,0,0,40,0,1
3271,30,0,123178,0,6,0,0,0,0,0,0,0,50,0,0
3272,33,0,231043,0,9,0,0,0,0,0,0,0,50,0,1
3273,52,0,317733,0,13,0,0,0,0,0,7688,0,40,0,1
3274,58,0,241056,0,10,0,0,0,0,1,0,0,46,0,0
3275,34,0,220066,0,14,0,0,0,0,1,0,0,50,0,0
3276,35,0,180342,0,9,0,0,0,0,0,0,0,40,0,0
3277,59,0,31840,0,9,0,0,0,0,0,0,0,40,0,1
3278,45,0,183168,0,13,0,0,0,0,1,0,0,40,0,0
3279,27,0,386036,0,10,0,0,0,0,0,0,0,48,0,0
3280,31,0,446358,0,16,0,0,0,0,0,0,0,50,0,1
3281,45,0,28035,0,10,0,0,0,0,0,0,0,50,0,0
3282,40,0,282155,0,9,0,0,0,0,1,0,0,25,0,0
3283,27,0,192384,0,15,0,0,0,0,0,0,0,40,0,0
3284,19,0,383637,0,9,0,0,0,0,0,0,0,20,0,0
3285,29,0,457402,0,3,0,0,0,0,0,0,0,25,0,0
3286,34,0,80249,0,10,0,0,0,0,0,0,0,72,0,0
3287,32,0,159537,0,12,0,0,0,0,0,0,0,40,0,0
3288,49,0,240859,0,7,0,0,0,0,0,0,0,40,0,0
3289,33,0,83446,0,7,0,0,0,0,1,0,0,40,0,1
3290,74,0,29866,0,4,0,0,0,0,0,0,0,2,0,0
3291,62,0,185503,0,13,0,0,0,0,0,0,0,50,0,1
3292,39,0,68781,0,9,0,0,0,0,0,0,0,40,0,0
3293,43,0,220589,0,9,0,0,0,0,1,0,0,40,0,0
3294,22,0,51136,0,10,0,0,0,0,1,0,0,60,0,0
3295,24,0,54560,0,9,0,0,0,0,0,0,0,45,0,0
3296,76,0,28221,0,9,0,0,0,0,0,0,0,40,0,1
3297,25,0,201413,0,10,0,0,0,0,1,0,0,40,0,0
3298,19,0,40425,0,10,0,0,0,0,1,0,0,28,0,0
3299,31,0,189461,0,12,0,0,0,0,1,0,0,41,0,0
3300,53,0,200576,0,7,0,0,0,0,1,0,0,40,0,0
3301,61,0,92691,0,9,0,0,0,0,0,0,0,3,0,0
3302,47,0,664821,0,13,0,0,0,0,0,0,0,40,0,0
3303,37,0,175130,0,9,0,0,0,0,1,0,0,45,0,0
3304,50,0,391016,0,13,0,0,0,0,0,0,0,30,0,0
3305,27,0,249315,0,10,0,0,0,0,0,0,0,44,0,0
3306,58,0,111169,0,9,0,0,0,0,1,0,0,40,0,0
3307,43,0,334946,0,9,0,0,0,0,0,0,0,40,0,0
3308,39,0,352248,0,12,0,0,0,0,0,0,0,40,0,0
3309,36,0,173804,0,10,0,0,0,0,1,0,0,35,0,0
3310,56,0,155449,0,13,0,0,0,0,0,0,0,50,0,0
3311,26,0,73689,0,9,0,0,0,0,0,0,0,55,0,0
3312,23,0,227594,0,13,0,0,0,0,1,0,0,38,0,0
3313,47,0,161676,0,7,0,0,0,0,0,0,0,40,0,0
3314,68,0,75913,0,8,0,0,0,0,1,0,0,30,0,0
3315,47,0,242552,0,10,0,0,0,0,0,0,0,40,0,0
3316,45,0,352094,0,10,0,0,0,0,0,7688,0,40,0,1
3317,26,0,159732,0,10,0,0,0,0,0,0,0,60,0,0
3318,20,0,131230,0,9,0,0,0,0,0,0,1590,40,0,0
3319,46,0,180695,0,10,0,0,0,0,1,0,0,40,0,0
3320,37,0,189922,0,12,0,0,0,0,0,0,0,50,0,1
3321,37,0,409189,0,10,0,0,0,0,0,0,0,45,0,0
3322,43,0,111252,0,10,0,0,0,0,0,0,0,42,0,0
3323,59,0,294395,0,14,0,0,0,0,1,0,0,40,0,0
3324,39,0,172718,0,9,0,0,0,0,1,0,0,40,0,0
3325,32,0,43403,0,10,0,0,0,0,1,0,1590,54,0,0
3326,63,0,111963,0,10,0,0,0,0,0,0,0,16,0,0
3327,45,0,247869,0,13,0,0,0,0,0,0,0,60,0,1
3328,59,0,114032,0,13,0,0,0,0,1,0,0,40,0,0
3329,36,0,356838,0,8,0,0,0,0,0,0,0,35,0,0
3330,26,0,179633,0,9,0,0,0,0,0,0,0,40,0,0
3331,34,0,19847,0,9,0,0,0,0,1,0,0,40,0,0
3332,41,0,231689,0,9,0,0,0,0,0,0,0,40,0,1
3333,26,0,209942,0,9,0,0,0,0,0,0,0,40,0,0
3334,53,0,197492,0,9,0,0,0,0,1,0,0,40,0,0
3335,33,0,262439,0,9,0,0,0,0,1,0,0,35,0,1
3336,46,0,283037,0,13,0,0,0,0,0,0,0,50,0,1
3337,79,0,144533,0,9,0,0,0,0,1,0,0,30,0,0
3338,31,0,83446,0,9,0,0,0,0,1,0,0,40,0,0
3339,24,0,215443,0,9,0,0,0,0,0,0,0,40,0,0
3340,57,0,268252,0,9,0,0,0,0,1,0,0,62,0,0
3341,40,0,181015,0,9,0,0,0,0,1,0,0,47,0,0
3342,41,0,139916,0,11,0,0,0,0,0,0,2179,84,0,0
3343,20,0,195770,0,10,0,0,0,0,0,0,0,26,0,0
3344,45,0,125194,0,7,0,0,0,0,1,0,0,40,0,0
3345,27,0,58654,0,11,0,0,0,0,1,0,0,40,0,0
3346,36,0,252327,0,3,0,0,0,0,0,0,0,40,0,0
3347,30,0,116508,0,9,0,0,0,0,0,0,0,40,0,0
3348,36,0,166988,0,13,0,0,0,0,1,0,0,40,0,1
3349,25,0,374163,0,9,0,0,0,0,0,0,0,40,0,0
3350,30,0,96851,0,10,0,0,0,0,1,0,1719,25,0,0
3351,31,0,196788,0,9,0,0,0,0,1,0,0,40,0,0
3352,49,0,186172,0,9,0,0,0,0,0,7688,0,45,0,1
3353,26,0,245628,0,7,0,0,0,0,0,0,0,20,0,0
3354,25,0,159732,0,13,0,0,0,0,0,0,0,40,0,0
3355,29,0,129856,0,11,0,0,0,0,1,0,0,40,0,0
3356,24,0,182812,0,10,0,0,0,0,1,3325,0,52,0,0
3357,41,0,314322,0,9,0,0,0,0,0,0,0,40,0,1
